"image","xmin","ymin","xmax","ymax","label"
"00040.jpg",69.45713806152344,29.489143654959545,142.05715724400113,112.30972385951452,"fire"
"00041.jpg",84.20190012749052,5.458483754512635,130.78710196276091,223.79784010463672,"fire"
"00042.jpg",121.16005407993332,1.6765724945068359,192.11822538774732,96.86857142857143,"fire"
"00044.jpg",100.94254859953325,13.11428669520787,131.22772753465313,131.40000588553295,"fire"
"00045.jpg",165.57401334990587,27.20462416282575,197.92695452637645,59.372104974766515,"fire"
"00043.jpg",58.45713806152344,15.89485794067383,188.25714765276228,149.9554381452288,"fire"
"00046.jpg",111.97246383260864,52.361147199358264,172.34205612936853,132.0411399623326,"fire"
"00048.jpg",199.58855852399554,80.97600420270648,464.2971557617187,290.30173950195314,"fire"
"00047.jpg",136.35200196470663,48.781105041503906,168.49620174863986,117.07265837199486,"fire"
"00049.jpg",92.43358633776091,84.61015886287626,130.3463076278426,183.03826628720083,"fire"
"00050.jpg",91.20949802000563,73.41928582790094,287.3127341804287,126.8749812182582,"fire"
"00051.jpg",170.09701560525332,29.536001586914065,226.1487869412291,69.68,"fire"
"00053.jpg",136.89050889422364,32.54685375994026,181.7504743833017,128.66130965291515,"fire"
"00052.jpg",106.21661674287131,45.91543343680246,159.3720806701791,152.41372401646208,"fire"
"00074.jpg",52.403230757595686,4.465594265439094,237.13946869070207,165.76835068868934,"fire"
"00054.jpg",57.84576717837827,16.594287872314453,224.0945665967334,119.93142569405691,"fire"
"00072.jpg",98.65276184661111,3.281697522179555,179.25995857484878,149.07153237552964,"fire"
"00070.jpg",76.11005518875267,26.061358539128708,183.81403827124348,152.7162746623411,"fire"
"00073.jpg",97.52016032380261,5.7645722743443075,168.95312999913216,132.36343872070313,"fire"
"00071.jpg",136.78610644452831,47.44686052594866,190.02807646594158,133.0285714285714,"fire"
"00069.jpg",109.02857535226005,28.28571428571429,208.28571428571428,168.42857142857144,"fire"
"00066.jpg",71.65559772296015,26.98302876183746,217.6707779886148,84.14266096342594,"fire"
"00065.jpg",64.49715543743328,23.555594958289195,261.91652938582183,161.82813906912077,"fire"
"00068.jpg",100.820310531124,21.031926541715055,241.52619288406518,166.78328828553896,"fire"
"00064.jpg",158.8440323599828,3.8288626609442065,235.30701447980906,161.11984858697065,"fire"
"00067.jpg",731.385180710389,35.53310200899057,1117.571176025854,855.9659149901023,"fire"
"00062.jpg",38.57142857142858,5.4000009809221545,225.00000000000003,119.82857731410436,"fire"
"00061.jpg",182.26362250448548,17.958857988630022,226.41010962410706,63.63200169154576,"fire"
"00063.jpg",141.5681519889106,7.32,228.7734847558315,157.90285714285716,"fire"
"00060.jpg",43.02858189174107,81.25714547293526,132.51429094587053,289.71428571428567,"fire"
"00059.jpg",232.48578239889704,68.33948839776231,656.0151941636029,540.9532955484889,"fire"
"00056.jpg",99.97798541827264,67.63109637967389,192.57154339495372,136.82512623042015,"fire"
"00057.jpg",22.570083618164062,15.392002258300781,159.1105597110195,224.0720135498047,"fire"
"00058.jpg",81.34000872477831,24.051428571428573,124.41985344252205,132.17829528808596,"fire"
"00055.jpg",123.48355076430867,3.7691424342564175,176.26833262280365,137.46285714285713,"fire"
